,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
351,"{'hash': 'f540073511b5d53ea57cec16c186e7bc7c7a8e64ecc9e5ceededa6f0a889946f', 'name': 'coreteam-comp-201804', 'url': 'www.dashcentral.org/p/coreteam-comp-201804', 'dw_url': 'https://www.dashcentral.org/p/coreteam-comp-201804', 'dw_url_comments': 'https://www.dashcentral.org/p/coreteam-comp-201804#comments', 'title': 'Core Team Compensation (April)', 'date_added': '2018-03-20 22:05:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 08:09:47', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '387', 'in_next_budget': False, 'monthly_amount': 702.53, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 0, 'no': 0, 'abstain': 0, 'order': 2, 'comment_amount': 37, 'owner_username': 'babygiraffe'}",f540073511b5d53ea57cec16c186e7bc7c7a8e64ecc9e5ceededa6f0a889946f,2018-03-20 22:05:01,2018-04-07 23:35:26,False,0,0,0,0,702.53,2018
352,"{'hash': '601e8d282b872c171ee109ce020f9decb2e55b036a65b47655b1abe3e4c8dfe0', 'name': 'liberty-movement-conferences', 'url': 'www.dashcentral.org/p/liberty-movement-conferences', 'dw_url': 'https://www.dashcentral.org/p/liberty-movement-conferences', 'dw_url_comments': 'https://www.dashcentral.org/p/liberty-movement-conferences#comments', 'title': 'Liberty Movement Conferences Sponsorship', 'date_added': '2018-03-20 02:40:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 07:55:33', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 158, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1016, 'no': 39, 'abstain': 1, 'order': 3, 'comment_amount': 27, 'owner_username': 'the_desert_lynx'}",601e8d282b872c171ee109ce020f9decb2e55b036a65b47655b1abe3e4c8dfe0,2018-03-20 02:40:00,2018-04-07 23:35:26,True,1016,39,1,1056,158.0,2018
353,"{'hash': 'f0f06ab02f9d6e7e1c2ca6371fa9c2521edd0f5f9b02ce3f7aed56a404370a5c', 'name': 'WeAreChange-DASH', 'url': 'www.dashcentral.org/p/WeAreChange-DASH', 'dw_url': 'https://www.dashcentral.org/p/WeAreChange-DASH', 'dw_url_comments': 'https://www.dashcentral.org/p/WeAreChange-DASH#comments', 'title': 'We Are Change ', 'date_added': '2018-03-20 01:45:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 07:56:58', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 50, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 902, 'no': 151, 'abstain': 12, 'order': 4, 'comment_amount': 30, 'owner_username': 'lukewearechange'}",f0f06ab02f9d6e7e1c2ca6371fa9c2521edd0f5f9b02ce3f7aed56a404370a5c,2018-03-20 01:45:01,2018-04-07 23:35:26,True,902,151,12,1065,50.0,2018
354,"{'hash': '9be9f4191af46ca112477257c60a30d9a8612418f921ffd1d0c5713ab74b8fa2', 'name': 'DashBugBounty-Bugcrowd_1-year_renewal', 'url': 'www.dash.org/forum/threads/proposal-dash-bug-bounty-bugcrowd-12-month-renewal.31962/', 'dw_url': 'https://www.dashcentral.org/p/DashBugBounty-Bugcrowd_1-year_renewal', 'dw_url_comments': 'https://www.dashcentral.org/p/DashBugBounty-Bugcrowd_1-year_renewal#comments', 'title': 'Dash Bug Bounty - Bugcrowd 12 month renewal', 'date_added': '2018-03-19 16:25:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 07:34:48', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 250, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 755, 'no': 110, 'abstain': 31, 'order': 5, 'comment_amount': 38, 'owner_username': 'jimbursch'}",9be9f4191af46ca112477257c60a30d9a8612418f921ffd1d0c5713ab74b8fa2,2018-03-19 16:25:01,2018-04-07 23:35:26,True,755,110,31,896,250.0,2018
355,"{'hash': '372dd92ae36b588a6cf3291db16e83438b88d37a5d9bb0b70850201024b25fdb', 'name': 'DASH_EMBASSY_D-A-CH_Q2_18', 'url': 'www.dashcentral.org/p/DASH_EMBASSY_D-A-CH_Q2_18', 'dw_url': 'https://www.dashcentral.org/p/DASH_EMBASSY_D-A-CH_Q2_18', 'dw_url_comments': 'https://www.dashcentral.org/p/DASH_EMBASSY_D-A-CH_Q2_18#comments', 'title': 'DASH EMBASSY D-A-CH Q2/18', 'date_added': '2018-03-19 13:40:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 22:21:05', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 428, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 796, 'no': 189, 'abstain': 14, 'order': 6, 'comment_amount': 79, 'owner_username': 'DASH_Embassy_DACH'}",372dd92ae36b588a6cf3291db16e83438b88d37a5d9bb0b70850201024b25fdb,2018-03-19 13:40:01,2018-04-07 23:35:26,True,796,189,14,999,428.0,2018
356,"{'hash': 'bc1361a8de5137137dc3a62e05518c4ae6c1f4343644556c7d5bd581aee67688', 'name': 'Dash-Argentina-First-Friendly-Dash-City', 'url': 'www.dashcentral.org/p/Dash-Argentina-First-Friendly-Dash-City', 'dw_url': 'https://www.dashcentral.org/p/Dash-Argentina-First-Friendly-Dash-City', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Argentina-First-Friendly-Dash-City#comments', 'title': 'Dash Argentina First Dash-Friendly City (Educational Conferences + reach over 5000 persons)', 'date_added': '2018-03-16 04:45:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 21:09:59', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 75, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 916, 'no': 82, 'abstain': 18, 'order': 7, 'comment_amount': 43, 'owner_username': 'dashargentina'}",bc1361a8de5137137dc3a62e05518c4ae6c1f4343644556c7d5bd581aee67688,2018-03-16 04:45:01,2018-04-07 23:35:26,True,916,82,18,1016,75.0,2018
357,"{'hash': 'fd7cf648ad12bd7b2c32351f9d1613166a73ed05d26c8984a85b640b635c8fa1', 'name': 'BuildingaDashyAfricaPhase1', 'url': 'www.dashcentral.org/p/BuildingaDashyAfricaPhase1', 'dw_url': 'https://www.dashcentral.org/p/BuildingaDashyAfricaPhase1', 'dw_url_comments': 'https://www.dashcentral.org/p/BuildingaDashyAfricaPhase1#comments', 'title': 'Building a Dashy Africa - Phase 1', 'date_added': '2018-03-15 05:55:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 05:50:37', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 182, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 702, 'no': 195, 'abstain': 22, 'order': 8, 'comment_amount': 17, 'owner_username': 'lnstantKarmaFund'}",fd7cf648ad12bd7b2c32351f9d1613166a73ed05d26c8984a85b640b635c8fa1,2018-03-15 05:55:01,2018-04-07 23:35:26,True,702,195,22,919,182.0,2018
358,"{'hash': '93e69be886e0bcc95e2a80534f2118aed7b207f96143ea0b20dbca5945a8d515', 'name': 'DASH-YOUTH-VENEZUELA-LECTURES', 'url': 'www.dashcentral.org/p/DASH-YOUTH-VENEZUELA-LECTURES', 'dw_url': 'https://www.dashcentral.org/p/DASH-YOUTH-VENEZUELA-LECTURES', 'dw_url_comments': 'https://www.dashcentral.org/p/DASH-YOUTH-VENEZUELA-LECTURES#comments', 'title': 'DASH Youth Venezuela - Lectures for Schools and Universities in Caracas (Exclusively about DASH)', 'date_added': '2018-03-14 18:40:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 20:24:12', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 25, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 947, 'no': 85, 'abstain': 20, 'order': 9, 'comment_amount': 44, 'owner_username': 'santos_br'}",93e69be886e0bcc95e2a80534f2118aed7b207f96143ea0b20dbca5945a8d515,2018-03-14 18:40:01,2018-04-07 23:35:26,True,947,85,20,1052,25.0,2018
359,"{'hash': 'ab19fccf9e7a78dafff06217dd4af180b2fbb3ebbe6a15eb5cf2de8520c8ea0e', 'name': 'DashRed-Apr01-Jul31', 'url': 'www.dashcentral.org/p/DashRed-Apr01-Jul31', 'dw_url': 'https://www.dashcentral.org/p/DashRed-Apr01-Jul31', 'dw_url_comments': 'https://www.dashcentral.org/p/DashRed-Apr01-Jul31#comments', 'title': 'Dash.red Continued Support: April 1 – July 31, 2018', 'date_added': '2018-03-13 19:45:01', 'date_added_human': '5 years ago', 'date_end': '2018-07-16 15:43:41', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 44, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 714, 'no': 115, 'abstain': 23, 'order': 10, 'comment_amount': 21, 'owner_username': 'ec1warc1'}",ab19fccf9e7a78dafff06217dd4af180b2fbb3ebbe6a15eb5cf2de8520c8ea0e,2018-03-13 19:45:01,2018-04-07 23:35:26,True,714,115,23,852,44.0,2018
360,"{'hash': 'd50f44135ec674181263ca45e5cae3f61d5e46b5f42352bf6763f89c239c18d3', 'name': 'the-territory-of-dash-part-2', 'url': 'www.dashcentral.org/p/the-territory-of-dash-part-2', 'dw_url': 'https://www.dashcentral.org/p/the-territory-of-dash-part-2', 'dw_url_comments': 'https://www.dashcentral.org/p/the-territory-of-dash-part-2#comments', 'title': 'The Territory of DASH. Part 2. Representation in the CIS countries.', 'date_added': '2018-03-12 18:40:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 19:45:29', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 57, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 675, 'no': 108, 'abstain': 18, 'order': 11, 'comment_amount': 8, 'owner_username': 'ikeaman'}",d50f44135ec674181263ca45e5cae3f61d5e46b5f42352bf6763f89c239c18d3,2018-03-12 18:40:01,2018-04-07 23:35:26,True,675,108,18,801,57.0,2018
361,"{'hash': 'd7ccabeb09b799678e988eb5fcf5494b3499b22cc2406a78091ca969c4cfa16f', 'name': 'project2million', 'url': 'www.dash.org/forum/threads/pre-proposal-project-ten-thousand-new-dashers-d10.27228/', 'dw_url': 'https://www.dashcentral.org/p/project2million', 'dw_url_comments': 'https://www.dashcentral.org/p/project2million#comments', 'title': 'NIGERIA - MASS ADOPTION BY CREATING UTILITY - Phase One From April to June of 2018', 'date_added': '2018-03-12 03:55:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 04:46:14', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 95.52, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 713, 'no': 134, 'abstain': 2, 'order': 12, 'comment_amount': 41, 'owner_username': 'Dash-Africa-Escrow'}",d7ccabeb09b799678e988eb5fcf5494b3499b22cc2406a78091ca969c4cfa16f,2018-03-12 03:55:00,2018-04-07 23:35:26,True,713,134,2,849,95.52,2018
362,"{'hash': 'f24643f7d6d19f5d87a7b7cb1e5281c94272964391903ffc62e001557038d961', 'name': 'CARACAS-APRIL-2018-2-EVENTS-IN-1-MONTH', 'url': 'www.dashcentral.org/p/CARACAS-APRIL-2018-2-EVENTS-IN-1-MONTH', 'dw_url': 'https://www.dashcentral.org/p/CARACAS-APRIL-2018-2-EVENTS-IN-1-MONTH', 'dw_url_comments': 'https://www.dashcentral.org/p/CARACAS-APRIL-2018-2-EVENTS-IN-1-MONTH#comments', 'title': 'CARACAS - APRIL 2018: 2 EVENTS IN 1 MONTH', 'date_added': '2018-03-12 02:50:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 04:40:11', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 185, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1009, 'no': 82, 'abstain': 24, 'order': 13, 'comment_amount': 31, 'owner_username': 'algodonfranelas'}",f24643f7d6d19f5d87a7b7cb1e5281c94272964391903ffc62e001557038d961,2018-03-12 02:50:00,2018-04-07 23:35:26,True,1009,82,24,1115,185.0,2018
363,"{'hash': '916ff7d0f3dbd117457df5be537602912915fa7c07f427e12edacf21bfb09785', 'name': 'Renewal-Ben-Swann-Reality-Check', 'url': 'www.dashcentral.org/p/Renewal-Ben-Swann-Reality-Check', 'dw_url': 'https://www.dashcentral.org/p/Renewal-Ben-Swann-Reality-Check', 'dw_url_comments': 'https://www.dashcentral.org/p/Renewal-Ben-Swann-Reality-Check#comments', 'title': 'PLEASE VOTE DOWN: Renewal: Ben Swann’s Reality Check Sponsorship & Ambassador', 'date_added': '2018-03-11 23:20:00', 'date_added_human': '5 years ago', 'date_end': '2018-07-18 12:59:55', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '463', 'in_next_budget': False, 'monthly_amount': 800, 'total_payment_count': 4, 'remaining_payment_count': 3, 'yes': 739, 'no': 815, 'abstain': 26, 'order': 14, 'comment_amount': 246, 'owner_username': 'Ben_Swann'}",916ff7d0f3dbd117457df5be537602912915fa7c07f427e12edacf21bfb09785,2018-03-11 23:20:00,2018-04-07 23:35:26,False,739,815,26,1580,800.0,2018
364,"{'hash': '0d85b8f120b4fee057666276701813c1406799e5d6875215abc2a77980a7e4e4', 'name': 'Dash-Maracay-First-Conference', 'url': 'www.dashcentral.org/p/Dash-Maracay-First-Conference', 'dw_url': 'https://www.dashcentral.org/p/Dash-Maracay-First-Conference', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Maracay-First-Conference#comments', 'title': 'DASH MARACAY FIRST CONFERENCE  /  DASH CITY EXPO-FAIR (VENEZUELA)', 'date_added': '2018-03-10 15:55:01', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 04:00:26', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 98, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 883, 'no': 76, 'abstain': 7, 'order': 15, 'comment_amount': 38, 'owner_username': 'wgollini'}",0d85b8f120b4fee057666276701813c1406799e5d6875215abc2a77980a7e4e4,2018-03-10 15:55:01,2018-04-07 23:35:26,True,883,76,7,966,98.0,2018
365,"{'hash': '2f09a8b36477c1f7be2b8e3153b32a67f8438172ae0b0fd6370ea00c6352a762', 'name': 'dash-intel', 'url': 'www.dashcentral.org/p/dash-intel', 'dw_url': 'https://www.dashcentral.org/p/dash-intel', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-intel#comments', 'title': 'Governance Analytics & Business Intelligence', 'date_added': '2018-03-10 01:35:00', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 18:46:10', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 50, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 829, 'no': 251, 'abstain': 22, 'order': 16, 'comment_amount': 40, 'owner_username': 'Dash_Intel'}",2f09a8b36477c1f7be2b8e3153b32a67f8438172ae0b0fd6370ea00c6352a762,2018-03-10 01:35:00,2018-04-07 23:35:26,True,829,251,22,1102,50.0,2018
366,"{'hash': '26cff1c50f34483591bdc9ce23cb08cd29bb50ccbb1972dcba6a260077573b15', 'name': 'DashStarterKitPhilippines', 'url': 'www.dashcentral.org/p/DashStarterKitPhilippines', 'dw_url': 'https://www.dashcentral.org/p/DashStarterKitPhilippines', 'dw_url_comments': 'https://www.dashcentral.org/p/DashStarterKitPhilippines#comments', 'title': 'Dash Starter Kit - Philippines', 'date_added': '2018-03-10 00:05:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 03:42:15', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 122, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 761, 'no': 116, 'abstain': 26, 'order': 17, 'comment_amount': 28, 'owner_username': '12god'}",26cff1c50f34483591bdc9ce23cb08cd29bb50ccbb1972dcba6a260077573b15,2018-03-10 00:05:00,2018-04-07 23:35:26,True,761,116,26,903,122.0,2018
367,"{'hash': '796ea9f13f9cb746e2d3211aecb3a1c59ee58192f40b75661325291edfb0f734', 'name': 'DASHTFTP', 'url': 'www.dashcentral.org/p/DASHTFTP', 'dw_url': 'https://www.dashcentral.org/p/DASHTFTP', 'dw_url_comments': 'https://www.dashcentral.org/p/DASHTFTP#comments', 'title': 'Partnership With The Free Thought Project to Bring DASH to Millions--Beat the Ban on Crypto Advertising', 'date_added': '2018-03-09 23:05:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 18:36:13', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 126, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 714, 'no': 99, 'abstain': 9, 'order': 18, 'comment_amount': 45, 'owner_username': 'TFTPROJECT'}",796ea9f13f9cb746e2d3211aecb3a1c59ee58192f40b75661325291edfb0f734,2018-03-09 23:05:01,2018-04-07 23:35:26,True,714,99,9,822,126.0,2018
368,"{'hash': 'f2e9cd5ecb9db8586244c509bef4a965a118925c3c3b70f76436cb7d2251f816', 'name': 'DASH-Academy-Interactive-Courses', 'url': 'www.dashcentral.org/p/DASH-Academy-Interactive-Courses', 'dw_url': 'https://www.dashcentral.org/p/DASH-Academy-Interactive-Courses', 'dw_url_comments': 'https://www.dashcentral.org/p/DASH-Academy-Interactive-Courses#comments', 'title': 'DASH Academy: Self-paced Interactive Hosted Training for DASH Users and Merchants - Designed to benefit all DASH projects', 'date_added': '2018-03-08 19:55:01', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 18:08:37', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 41, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 783, 'no': 82, 'abstain': 2, 'order': 19, 'comment_amount': 32, 'owner_username': 'Steve1047'}",f2e9cd5ecb9db8586244c509bef4a965a118925c3c3b70f76436cb7d2251f816,2018-03-08 19:55:01,2018-04-07 23:35:26,True,783,82,2,867,41.0,2018
369,"{'hash': '2338086487dbba6a04d9ba4e95bcfb6d65e016443a8a7805bce77b28a8e40c52', 'name': 'dash-people', 'url': 'www.dashcentral.org/p/dash-people', 'dw_url': 'https://www.dashcentral.org/p/dash-people', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-people#comments', 'title': '""Dash People"" - Dash Sport Channel, Dash Ambassador, Dash Adventure', 'date_added': '2018-03-07 16:05:00', 'date_added_human': '5 years ago', 'date_end': '2018-06-16 17:36:03', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 27, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 720, 'no': 164, 'abstain': 12, 'order': 20, 'comment_amount': 34, 'owner_username': 'Helena_Besedina'}",2338086487dbba6a04d9ba4e95bcfb6d65e016443a8a7805bce77b28a8e40c52,2018-03-07 16:05:00,2018-04-07 23:35:26,True,720,164,12,896,27.0,2018
370,"{'hash': '11398ea1de68163696e386d3aa969b6874b63151fd5da791ea7dd8f3ac031160', 'name': 'TransformingAfricaIntoDASHHub', 'url': 'www.dashcentral.org/p/TransformingAfricaIntoDASHHub', 'dw_url': 'https://www.dashcentral.org/p/TransformingAfricaIntoDASHHub', 'dw_url_comments': 'https://www.dashcentral.org/p/TransformingAfricaIntoDASHHub#comments', 'title': 'EXPANDING OUTREACH OF DASH IN AFRICA @DASH-Hub Africa (APRIL TO JULY 2018) PHASE ONE- GreenCandle Escrow', 'date_added': '2018-03-07 12:35:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 03:00:44', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 92, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 893, 'no': 103, 'abstain': 11, 'order': 21, 'comment_amount': 38, 'owner_username': 'Ultimatecrypto'}",11398ea1de68163696e386d3aa969b6874b63151fd5da791ea7dd8f3ac031160,2018-03-07 12:35:00,2018-04-07 23:35:26,True,893,103,11,1007,92.0,2018
371,"{'hash': '250baed2db2b49c6ede96a21df1a1c60be2a3ff9da2e3da14f63b8050fcccd63', 'name': 'cryptoforum-by-dash-minsk-belarus', 'url': 'www.dashcentral.org/p/cryptoforum-by-dash-minsk-belarus', 'dw_url': 'https://www.dashcentral.org/p/cryptoforum-by-dash-minsk-belarus', 'dw_url_comments': 'https://www.dashcentral.org/p/cryptoforum-by-dash-minsk-belarus#comments', 'title': 'CryptoForum by DASH. Minsk, Belarus, May/June 2018.', 'date_added': '2018-03-04 19:45:00', 'date_added_human': '5 years ago', 'date_end': '2018-04-18 01:43:16', 'voting_deadline': '2018-04-07 23:35:26', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 90, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 740, 'no': 101, 'abstain': 21, 'order': 22, 'comment_amount': 25, 'owner_username': 'ikeaman'}",250baed2db2b49c6ede96a21df1a1c60be2a3ff9da2e3da14f63b8050fcccd63,2018-03-04 19:45:00,2018-04-07 23:35:26,True,740,101,21,862,90.0,2018
372,"{'hash': 'f3356e4e5e2ace6c0765385cd19f3dd4184dae6ee4650c56cec2130e2f3a7c26', 'name': 'Dash_AeroSports_Zero_Funds_Requested', 'url': 'www.dashcentral.org/p/PleaseVoteYes:DashAeroSports_Continues_our_efforts_and_Zero/0_Funds_are_requested_from_the_treasury_cycle!_Previously_funded_Escrow_Drawdown_Request', 'dw_url': 'https://www.dashcentral.org/p/Dash_AeroSports_Zero_Funds_Requested', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash_AeroSports_Zero_Funds_Requested#comments', 'title': 'Please Vote: Do you want Dash AeroSports to continue our efforts. Zero/0 Funds are requested from the treasury cycle! Previously funded Escrow Drawdown Request', 'date_added': '2018-02-23 02:10:00', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 02:29:07', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 5, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 682, 'no': 71, 'abstain': 29, 'order': 23, 'comment_amount': 57, 'owner_username': 'DashAerosports'}",f3356e4e5e2ace6c0765385cd19f3dd4184dae6ee4650c56cec2130e2f3a7c26,2018-02-23 02:10:00,2018-03-08 18:56:54,True,682,71,29,782,5.0,2018
373,"{'hash': 'c5c60a199c2da382f0ee38c84d2184c80f37027fba74a42157cd3ddf4faf794e', 'name': 'porcfest', 'url': 'www.dashcentral.org/p/porcfest', 'dw_url': 'https://www.dashcentral.org/p/porcfest', 'dw_url_comments': 'https://www.dashcentral.org/p/porcfest#comments', 'title': 'PorcFest Sponsorship Proposal (Keynote by Ben Swann)', 'date_added': '2018-02-21 20:20:00', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 01:52:56', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 56, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 673, 'no': 52, 'abstain': 12, 'order': 24, 'comment_amount': 68, 'owner_username': 'the_desert_lynx'}",c5c60a199c2da382f0ee38c84d2184c80f37027fba74a42157cd3ddf4faf794e,2018-02-21 20:20:00,2018-03-08 18:56:54,True,673,52,12,737,56.0,2018
374,"{'hash': '71eaaf6874456b25a30bf20a5768ec91bdbd52e20963176767b78ef0dc71c5fa', 'name': 'Dash-uptake-by-UK-businesses', 'url': 'www.dashcentral.org/p/Dash-uptake-by-UK-businesses', 'dw_url': 'https://www.dashcentral.org/p/Dash-uptake-by-UK-businesses', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-uptake-by-UK-businesses#comments', 'title': 'Dash uptake by UK businesses', 'date_added': '2018-02-21 18:35:00', 'date_added_human': '5 years ago', 'date_end': '2018-08-15 02:53:17', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '166', 'in_next_budget': False, 'monthly_amount': 53, 'total_payment_count': 6, 'remaining_payment_count': 3, 'yes': 678, 'no': 457, 'abstain': 14, 'order': 25, 'comment_amount': 77, 'owner_username': 'CaptAhab'}",71eaaf6874456b25a30bf20a5768ec91bdbd52e20963176767b78ef0dc71c5fa,2018-02-21 18:35:00,2018-03-08 18:56:54,False,678,457,14,1149,53.0,2018
375,"{'hash': 'f0ad1da5383b27b2f0c84b95316bdcd03f330a20ada06bb178dfb0326bb09764', 'name': 'mrktg-coregroup-032018', 'url': 'www.dashcentral.org/p/mrktg-coregroup-032018', 'dw_url': 'https://www.dashcentral.org/p/mrktg-coregroup-032018', 'dw_url_comments': 'https://www.dashcentral.org/p/mrktg-coregroup-032018#comments', 'title': 'Core Team Advertising (UPDATED)', 'date_added': '2018-02-21 14:30:01', 'date_added_human': '5 years ago', 'date_end': '2018-03-19 01:51:10', 'voting_deadline': '2018-03-08 18:56:54', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 1711.49, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 803, 'no': 245, 'abstain': 68, 'order': 26, 'comment_amount': 117, 'owner_username': 'babygiraffe'}",f0ad1da5383b27b2f0c84b95316bdcd03f330a20ada06bb178dfb0326bb09764,2018-02-21 14:30:01,2018-03-08 18:56:54,True,803,245,68,1116,1711.49,2018
