,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
685,"{'hash': '2bf1826776f884c6bd2a4223f04df75e97d97e227320c047bb6d33ba9831d448', 'name': 'electrum_maintenance', 'url': 'www.dashwhale.org/p/electrum_maintenance', 'dw_url': 'https://www.dashcentral.org/p/electrum_maintenance', 'dw_url_comments': 'https://www.dashcentral.org/p/electrum_maintenance#comments', 'title': 'Electrum Maintenance ', 'date_added': '2016-03-24 22:35:02', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:03', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 45.8, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1085, 'no': 98, 'abstain': 0, 'order': 36, 'comment_amount': 22, 'owner_username': 'eduffield'}",2bf1826776f884c6bd2a4223f04df75e97d97e227320c047bb6d33ba9831d448,2016-03-24 22:35:02,2016-05-13 12:49:13,True,1085,98,0,1183,45.8,2016
686,"{'hash': '9224122961966fd99a1c0edd6982d0f745b257340359851d7f7da918da2b2726', 'name': 'evo-specifications', 'url': 'www.dashwhale.org/p/evo-specifications', 'dw_url': 'https://www.dashcentral.org/p/evo-specifications', 'dw_url_comments': 'https://www.dashcentral.org/p/evo-specifications#comments', 'title': 'Evolution Specification and Development', 'date_added': '2016-03-24 21:40:04', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:05', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 150, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1111, 'no': 13, 'abstain': 0, 'order': 37, 'comment_amount': 11, 'owner_username': 'eduffield'}",9224122961966fd99a1c0edd6982d0f745b257340359851d7f7da918da2b2726,2016-03-24 21:40:04,2016-05-13 12:49:13,True,1111,13,0,1124,150.0,2016
687,"{'hash': '24f1d648270a80b6eb94af0375c67ca4c41d347a78ed52ca7383d14ef49d9cbe', 'name': 'dash-debit-card', 'url': 'www.dashwhale.org/p/dash-debit-card', 'dw_url': 'https://www.dashcentral.org/p/dash-debit-card', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-debit-card#comments', 'title': 'Dash Debit Card integration to SpectroCoin.com', 'date_added': '2016-03-20 10:15:03', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:02', 'voting_deadline': '2016-07-12 22:06:17', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 950, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1222, 'no': 303, 'abstain': 0, 'order': 38, 'comment_amount': 24, 'owner_username': 'VytautasK'}",24f1d648270a80b6eb94af0375c67ca4c41d347a78ed52ca7383d14ef49d9cbe,2016-03-20 10:15:03,2016-07-12 22:06:17,True,1222,303,0,1525,950.0,2016
688,"{'hash': '60e280cf6ee330ced46d2c77859b3eb431a64d4b1edef0682661b0dbca510a80', 'name': 'dashpay-woocommerce', 'url': 'www.dashwhale.org/p/dashpay-woocommerce', 'dw_url': 'https://www.dashcentral.org/p/dashpay-woocommerce', 'dw_url_comments': 'https://www.dashcentral.org/p/dashpay-woocommerce#comments', 'title': 'DashPayments for WooCommerce â€”Â\xa0WordPress Plugin', 'date_added': '2016-03-16 16:58:52', 'date_added_human': '7 years ago', 'date_end': '2016-05-22 02:16:05', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 788, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 982, 'no': 109, 'abstain': 0, 'order': 39, 'comment_amount': 11, 'owner_username': 'nmarley'}",60e280cf6ee330ced46d2c77859b3eb431a64d4b1edef0682661b0dbca510a80,2016-03-16 16:58:52,2016-05-13 12:49:13,True,982,109,0,1091,788.0,2016
689,"{'hash': '9e4ec8c5e164fd72e56b0eb13eef8a1493b815b35c74c60203b54e5937ba6ff0', 'name': 'ROKOS-permanent-add', 'url': 'www.dashwhale.org/p/ROKOS-permanent-add', 'dw_url': 'https://www.dashcentral.org/p/ROKOS-permanent-add', 'dw_url_comments': 'https://www.dashcentral.org/p/ROKOS-permanent-add#comments', 'title': 'Dash Permanently added to ROKOS flavors releases for Pi 2, Pi 3, PINE64+ and new IoT devices', 'date_added': '2016-03-12 20:04:03', 'date_added_human': '7 years ago', 'date_end': '2016-05-22 02:16:07', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 95, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1015, 'no': 47, 'abstain': 0, 'order': 40, 'comment_amount': 24, 'owner_username': 'OKtoshi'}",9e4ec8c5e164fd72e56b0eb13eef8a1493b815b35c74c60203b54e5937ba6ff0,2016-03-12 20:04:03,2016-05-13 12:49:13,True,1015,47,0,1062,95.0,2016
690,"{'hash': '5b6c7ffb8f566f5bb8b129903056e140409597da42512f513e2bf3d83d5b4cac', 'name': 'DASH_ads_Juan_Galt', 'url': 'www.dashwhale.org/p/DASH_ads_Juan_Galt', 'dw_url': 'https://www.dashcentral.org/p/DASH_ads_Juan_Galt', 'dw_url_comments': 'https://www.dashcentral.org/p/DASH_ads_Juan_Galt#comments', 'title': 'DASH Ads on Disruptek Media content. Anarchapulco interviews. Juan S. Galt', 'date_added': '2016-03-02 02:04:30', 'date_added_human': '7 years ago', 'date_end': '2016-04-21 20:23:38', 'voting_deadline': '2016-04-13 08:10:41', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 55, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 812, 'no': 3, 'abstain': 0, 'order': 41, 'comment_amount': 4, 'owner_username': 'JuanSGalt'}",5b6c7ffb8f566f5bb8b129903056e140409597da42512f513e2bf3d83d5b4cac,2016-03-02 02:04:30,2016-04-13 08:10:41,True,812,3,0,815,55.0,2016
691,"{'hash': '11bf975fe2fcd8103f598b10fa241c536e4f07c011e9ba03d94afc9a8cf32d6c', 'name': 'payment-processor', 'url': 'www.dashwhale.org/p/payment-processor', 'dw_url': 'https://www.dashcentral.org/p/payment-processor', 'dw_url_comments': 'https://www.dashcentral.org/p/payment-processor#comments', 'title': 'Dash to Fiat Payment Processor ', 'date_added': '2016-02-23 00:49:50', 'date_added_human': '7 years ago', 'date_end': '2016-06-21 02:23:29', 'voting_deadline': '2016-04-13 08:10:41', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '735', 'in_next_budget': False, 'monthly_amount': 400, 'total_payment_count': 3, 'remaining_payment_count': 2, 'yes': 839, 'no': 1187, 'abstain': 0, 'order': 42, 'comment_amount': 39, 'owner_username': 'DartPayments'}",11bf975fe2fcd8103f598b10fa241c536e4f07c011e9ba03d94afc9a8cf32d6c,2016-02-23 00:49:50,2016-04-13 08:10:41,False,839,1187,0,2026,400.0,2016
692,"{'hash': 'a54a4fc99dde45b6841465c1cdb7b8f5ce4e6059c0086524ed26183f2b91f6dd', 'name': 'budget-system-v2', 'url': 'www.dashwhale.org/p/budget-system-v2', 'dw_url': 'https://www.dashcentral.org/p/budget-system-v2', 'dw_url_comments': 'https://www.dashcentral.org/p/budget-system-v2#comments', 'title': 'Budget System v2 / Transform PR', 'date_added': '2016-02-08 21:30:03', 'date_added_human': '7 years ago', 'date_end': '2016-04-21 20:23:40', 'voting_deadline': '2016-04-13 08:10:41', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 50, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1087, 'no': 131, 'abstain': 0, 'order': 43, 'comment_amount': 31, 'owner_username': 'eduffield'}",a54a4fc99dde45b6841465c1cdb7b8f5ce4e6059c0086524ed26183f2b91f6dd,2016-02-08 21:30:03,2016-04-13 08:10:41,True,1087,131,0,1218,50.0,2016
693,"{'hash': 'd660ea698ebca4012d554347473bc0453dcfcefb1aa366ce2439f895aa97b7be', 'name': 'Wifi-Portal', 'url': 'www.dashwhale.org/p/Wifi-Portal', 'dw_url': 'https://www.dashcentral.org/p/Wifi-Portal', 'dw_url_comments': 'https://www.dashcentral.org/p/Wifi-Portal#comments', 'title': 'Wifi-Portal for Retail Instore Purchasing', 'date_added': '2016-02-02 22:20:04', 'date_added_human': '7 years ago', 'date_end': '2016-03-22 13:10:50', 'voting_deadline': '2016-03-14 03:32:09', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 200, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1203, 'no': 115, 'abstain': 0, 'order': 44, 'comment_amount': 7, 'owner_username': 'Solarminer'}",d660ea698ebca4012d554347473bc0453dcfcefb1aa366ce2439f895aa97b7be,2016-02-02 22:20:04,2016-03-14 03:32:09,True,1203,115,0,1318,200.0,2016
694,"{'hash': '1e477007d555f9f8919ecbe3b4c457b6f269184924771c0117fbb48751bf23d6', 'name': 'soda-reimbursement', 'url': 'www.dashwhale.org/p/soda-reimbursement', 'dw_url': 'https://www.dashcentral.org/p/soda-reimbursement', 'dw_url_comments': 'https://www.dashcentral.org/p/soda-reimbursement#comments', 'title': 'Reimbursement Proposal for the Dash N Drink Instantx Miami Demo', 'date_added': '2016-01-31 04:20:01', 'date_added_human': '7 years ago', 'date_end': '2016-05-22 02:16:04', 'voting_deadline': '2016-03-14 03:32:09', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 100, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1886, 'no': 227, 'abstain': 0, 'order': 45, 'comment_amount': 34, 'owner_username': 'oaxacawizards'}",1e477007d555f9f8919ecbe3b4c457b6f269184924771c0117fbb48751bf23d6,2016-01-31 04:20:01,2016-03-14 03:32:09,True,1886,227,0,2113,100.0,2016
695,"{'hash': '7871fdf6e916c54b725a389cc2b8bc7e63d513b227a9fa7d857d5c00b23c2354', 'name': 'satoshi-roundtable', 'url': 'www.dashwhale.org/p/satoshi-roundtable', 'dw_url': 'https://www.dashcentral.org/p/satoshi-roundtable', 'dw_url_comments': 'https://www.dashcentral.org/p/satoshi-roundtable#comments', 'title': 'Satoshi Roundtable Conference', 'date_added': '2016-01-28 15:15:02', 'date_added_human': '7 years ago', 'date_end': '2016-04-21 20:23:39', 'voting_deadline': '2016-03-14 03:32:09', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 717.7, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 1040, 'no': 77, 'abstain': 0, 'order': 46, 'comment_amount': 29, 'owner_username': 'eduffield'}",7871fdf6e916c54b725a389cc2b8bc7e63d513b227a9fa7d857d5c00b23c2354,2016-01-28 15:15:02,2016-03-14 03:32:09,True,1040,77,0,1117,717.7,2016
696,"{'hash': '74e9003906b2ddba7b0115e9bc728367255122cf8da64b5bafec22b9d35683af', 'name': '2mb-blocksize', 'url': 'www.dashwhale.org/p/2mb-blocksize', 'dw_url': 'https://www.dashcentral.org/p/2mb-blocksize', 'dw_url_comments': 'https://www.dashcentral.org/p/2mb-blocksize#comments', 'title': 'Block Size Limitation Increase', 'date_added': '2016-01-18 15:00:02', 'date_added_human': '7 years ago', 'date_end': '2016-03-22 13:10:48', 'voting_deadline': '2016-03-14 03:32:09', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 5, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 2129, 'no': 18, 'abstain': 0, 'order': 47, 'comment_amount': 10, 'owner_username': 'eduffield'}",74e9003906b2ddba7b0115e9bc728367255122cf8da64b5bafec22b9d35683af,2016-01-18 15:00:02,2016-03-14 03:32:09,True,2129,18,0,2147,5.0,2016
697,"{'hash': 'cf26e6b9bca96048c8fc9ff48f3dbbc3eeb80c19ebc895c2bc13b6f4525170f9', 'name': '590-soda-machine', 'url': 'www.dashwhale.org/p/590-soda-machine', 'dw_url': 'https://www.dashcentral.org/p/590-soda-machine', 'dw_url_comments': 'https://www.dashcentral.org/p/590-soda-machine#comments', 'title': 'Instantx Soda Machine (correct proposal)', 'date_added': '2016-01-02 19:50:02', 'date_added_human': '7 years ago', 'date_end': '2016-02-21 05:20:47', 'voting_deadline': '2016-02-12 22:53:37', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 590, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1176, 'no': 522, 'abstain': 0, 'order': 48, 'comment_amount': 6, 'owner_username': 'eduffield'}",cf26e6b9bca96048c8fc9ff48f3dbbc3eeb80c19ebc895c2bc13b6f4525170f9,2016-01-02 19:50:02,2016-02-12 22:53:37,True,1176,522,0,1698,590.0,2016
698,"{'hash': 'a425e35fa2db7c55b0b0d8cb430b9df9925cb7cc1b9322d3635ec4c744121b00', 'name': 'transform-pr', 'url': 'www.dashwhale.org/p/transform-pr', 'dw_url': 'https://www.dashcentral.org/p/transform-pr', 'dw_url_comments': 'https://www.dashcentral.org/p/transform-pr#comments', 'title': 'Transform PR - Michael Terpin', 'date_added': '2015-12-28 15:10:02', 'date_added_human': '7 years ago', 'date_end': '2016-04-21 20:23:39', 'voting_deadline': '2016-02-12 22:53:37', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '468', 'in_next_budget': False, 'monthly_amount': 1100, 'total_payment_count': 3, 'remaining_payment_count': 2, 'yes': 1054, 'no': 1135, 'abstain': 0, 'order': 49, 'comment_amount': 28, 'owner_username': 'eduffield'}",a425e35fa2db7c55b0b0d8cb430b9df9925cb7cc1b9322d3635ec4c744121b00,2015-12-28 15:10:02,2016-02-12 22:53:37,False,1054,1135,0,2189,1100.0,2016
699,"{'hash': '3561d143ad58bef7be845583b8e0764bbbb6ea1595a1f0499add358f34c4cfd0', 'name': 'Sponsor-DailyDecrypt', 'url': 'www.dashwhale.org/p/Sponsor-DailyDecrypt', 'dw_url': 'https://www.dashcentral.org/p/Sponsor-DailyDecrypt', 'dw_url_comments': 'https://www.dashcentral.org/p/Sponsor-DailyDecrypt#comments', 'title': 'Dash Sponsorship in 10 episodes of The Daily Decrypt', 'date_added': '2015-12-22 19:50:01', 'date_added_human': '7 years ago', 'date_end': '2016-02-21 05:20:46', 'voting_deadline': '2016-02-12 22:53:37', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 150, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1121, 'no': 487, 'abstain': 0, 'order': 50, 'comment_amount': 45, 'owner_username': 'TheDailyDecrypt'}",3561d143ad58bef7be845583b8e0764bbbb6ea1595a1f0499add358f34c4cfd0,2015-12-22 19:50:01,2016-02-12 22:53:37,True,1121,487,0,1608,150.0,2016
700,"{'hash': '29381ace6dd925cf639f0fe19d14ee3c33fa7a340ef89e58a78ebf4df5ba5c38', 'name': 'ds-liquidity', 'url': 'www.dashwhale.org/p/ds-liquidity', 'dw_url': 'https://www.dashcentral.org/p/ds-liquidity', 'dw_url_comments': 'https://www.dashcentral.org/p/ds-liquidity#comments', 'title': 'Liquidity providers (pls vote down)', 'date_added': '2015-12-01 20:50:02', 'date_added_human': '7 years ago', 'date_end': '2016-12-19 10:08:06', 'voting_deadline': '2016-01-13 18:15:05', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '583', 'in_next_budget': False, 'monthly_amount': 140, 'total_payment_count': 12, 'remaining_payment_count': 10, 'yes': 818, 'no': 1014, 'abstain': 0, 'order': 1, 'comment_amount': 6, 'owner_username': 'eduffield'}",29381ace6dd925cf639f0fe19d14ee3c33fa7a340ef89e58a78ebf4df5ba5c38,2015-12-01 20:50:02,2016-01-13 18:15:05,False,818,1014,0,1832,140.0,2016
701,"{'hash': '54e800e5c462a9bbc905ef523058ec76fe6207bcbd547a4cc9d38587eb954728', 'name': 'dash-org', 'url': 'www.dashwhale.org/p/dash-org', 'dw_url': 'https://www.dashcentral.org/p/dash-org', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-org#comments', 'title': 'Dash.org domain name', 'date_added': '2015-12-01 16:15:02', 'date_added_human': '7 years ago', 'date_end': '2016-04-21 20:23:38', 'voting_deadline': '2016-01-13 18:15:05', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 2100, 'total_payment_count': 4, 'remaining_payment_count': 1, 'yes': 1661, 'no': 242, 'abstain': 0, 'order': 2, 'comment_amount': 3, 'owner_username': 'eduffield'}",54e800e5c462a9bbc905ef523058ec76fe6207bcbd547a4cc9d38587eb954728,2015-12-01 16:15:02,2016-01-13 18:15:05,True,1661,242,0,1903,2100.0,2016
702,"{'hash': 'f0b16b4e748140a73550c8e169b2fdbc3346b5a3afb7e75d23dce08848c23716', 'name': 'btc-miami-conf', 'url': 'www.dashwhale.org/p/btc-miami-conf', 'dw_url': 'https://www.dashcentral.org/p/btc-miami-conf', 'dw_url_comments': 'https://www.dashcentral.org/p/btc-miami-conf#comments', 'title': 'The North American Bitcoin Conference', 'date_added': '2015-10-29 00:15:00', 'date_added_human': '7 years ago', 'date_end': '2015-12-22 13:58:24', 'voting_deadline': '2015-12-14 13:36:33', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 1952.23, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 800, 'no': 28, 'abstain': 0, 'order': 3, 'comment_amount': 0, 'owner_username': 'eduffield'}",f0b16b4e748140a73550c8e169b2fdbc3346b5a3afb7e75d23dce08848c23716,2015-10-29 00:15:00,2015-12-14 13:36:33,True,800,28,0,828,1952.23,2015
703,"{'hash': '67d24014558a95aafec2296ddf6a8eee299dbcb2212573abc593fb0d702badb8', 'name': 'amsterdam-expenses', 'url': 'www.dashwhale.org/p/amsterdam-expenses', 'dw_url': 'https://www.dashcentral.org/p/amsterdam-expenses', 'dw_url_comments': 'https://www.dashcentral.org/p/amsterdam-expenses#comments', 'title': 'Amsterdam Bitcoin Wednesday Promotional Costs', 'date_added': '2015-10-29 00:14:59', 'date_added_human': '7 years ago', 'date_end': '2015-12-22 13:58:23', 'voting_deadline': '2015-12-14 13:36:33', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 438.5, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 777, 'no': 19, 'abstain': 0, 'order': 4, 'comment_amount': 6, 'owner_username': 'eduffield'}",67d24014558a95aafec2296ddf6a8eee299dbcb2212573abc593fb0d702badb8,2015-10-29 00:14:59,2015-12-14 13:36:33,True,777,19,0,796,438.5,2015
704,"{'hash': '87a35290fc3178683a171be0fc427d3938a96e61e4b04c7ce19ebd09424bacc1', 'name': 'laBITconf', 'url': 'www.dashwhale.org/p/laBITconf', 'dw_url': 'https://www.dashcentral.org/p/laBITconf', 'dw_url_comments': 'https://www.dashcentral.org/p/laBITconf#comments', 'title': '3rd Latin American Bitcoin Conference 2015', 'date_added': '2015-10-29 00:14:59', 'date_added_human': '7 years ago', 'date_end': '2015-12-22 13:58:23', 'voting_deadline': '2015-12-14 13:36:33', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 1787.79, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 722, 'no': 29, 'abstain': 0, 'order': 5, 'comment_amount': 1, 'owner_username': 'eduffield'}",87a35290fc3178683a171be0fc427d3938a96e61e4b04c7ce19ebd09424bacc1,2015-10-29 00:14:59,2015-12-14 13:36:33,True,722,29,0,751,1787.79,2015
705,"{'hash': '74d557df5d62ea9e3ef1b26a2cbab3b4e71032d7f9480ea773aa9d87d1aecb5e', 'name': 'liquidity-provider', 'url': 'dashtalk.org/threads/october-2015-budget-proposal.6234', 'dw_url': 'https://www.dashcentral.org/p/liquidity-provider', 'dw_url_comments': 'https://www.dashcentral.org/p/liquidity-provider#comments', 'title': 'Liquidity Provider', 'date_added': '2015-09-25 00:44:59', 'date_added_human': '7 years ago', 'date_end': '2015-11-22 06:13:38', 'voting_deadline': '2015-11-14 08:58:01', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 127, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 828, 'no': 92, 'abstain': 0, 'order': 6, 'comment_amount': 14, 'owner_username': 'eduffield'}",74d557df5d62ea9e3ef1b26a2cbab3b4e71032d7f9480ea773aa9d87d1aecb5e,2015-09-25 00:44:59,2015-11-14 08:58:01,True,828,92,0,920,127.0,2015
